bitrate,trial,sender_rc,receiver_rc,Xfer_time,Xfer_success,in_file_size,out_file_size,dtgrms_sent,dtgrms_received,dtgrms_corrupt,tx_errors,tx_dropped,rx_errors,rx_dropped,snmp_OutDatagrams,snmp_SndbufErrors,snmp_InDatagrams,snmp_InErrors,snmp_RcvbufErrors
250000000,0,0,0,4.257607936859131,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,1,0,0,4.2490739822387695,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,2,0,0,4.246495485305786,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,3,0,0,4.242268323898315,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,4,0,0,4.235037565231323,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,5,0,0,4.245583772659302,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,6,0,0,4.242674350738525,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,7,0,0,4.243002653121948,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,8,0,0,4.241342544555664,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,9,0,0,4.253756761550903,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,10,0,0,4.549834489822388,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,11,0,0,5.074161767959595,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,12,0,0,4.243446350097656,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,13,0,0,4.23457932472229,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,14,0,0,4.235738754272461,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,15,0,0,4.242802143096924,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,16,0,0,4.248377323150635,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,17,0,0,4.24688196182251,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,18,0,0,4.252979040145874,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,19,0,0,4.2448766231536865,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,20,0,0,4.248088121414185,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,21,0,0,4.253215789794922,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,22,0,0,4.234790086746216,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,23,0,0,4.241265773773193,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,24,0,0,4.244467496871948,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,25,0,0,5.230172872543335,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,26,0,0,4.2491843700408936,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,27,0,0,4.247329473495483,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,28,0,0,4.246735334396362,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,29,0,0,4.249892234802246,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,30,0,0,4.258013010025024,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,31,0,0,4.248924493789673,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,32,0,0,4.249751806259155,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,33,0,0,4.254226446151733,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,34,0,0,4.241350412368774,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,35,0,0,4.246476411819458,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,36,0,0,4.244784116744995,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,37,0,0,4.247478485107422,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,38,0,0,4.241145610809326,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,39,0,0,4.247092008590698,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,40,0,0,4.254919052124023,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,41,0,0,4.247541427612305,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,42,0,0,4.257062911987305,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,43,0,0,4.240115642547607,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,44,0,0,4.244477033615112,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,45,0,0,4.582066774368286,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,46,0,0,4.237218141555786,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,47,0,0,4.249614238739014,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,48,0,0,4.252527475357056,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,49,0,0,4.2478556632995605,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,50,0,0,4.240084409713745,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,51,0,0,4.234502077102661,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,52,0,0,4.256821393966675,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,53,0,0,4.2414164543151855,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,54,0,0,4.236289978027344,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,55,0,0,4.248780250549316,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,56,0,0,4.259923696517944,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,57,0,0,4.253435134887695,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,58,0,0,4.245644569396973,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,59,0,0,4.244245767593384,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,60,0,0,4.233358144760132,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,61,0,0,4.243334531784058,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,62,0,0,4.254729986190796,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,63,0,0,4.256109714508057,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,64,0,0,4.248485326766968,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,65,0,0,4.2504870891571045,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,66,0,0,4.254163503646851,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,67,0,0,4.24345064163208,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,68,0,0,4.241506814956665,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,69,0,0,4.247921705245972,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,70,0,0,4.245545864105225,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,71,0,0,4.244143486022949,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,72,0,0,4.2486138343811035,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,73,0,0,4.244132041931152,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,74,0,0,4.258408308029175,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,75,0,0,4.238708734512329,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,76,0,0,4.69463849067688,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,77,0,0,4.248732328414917,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,78,0,0,4.238522529602051,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,79,0,0,4.25448751449585,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,80,0,0,4.248708248138428,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,81,0,0,4.437893390655518,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,82,0,0,4.2388060092926025,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,83,0,0,4.220714807510376,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,84,0,0,5.351749658584595,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,85,0,0,5.6304402351379395,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,86,0,0,4.239022970199585,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,87,0,0,4.252370357513428,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,88,0,0,4.249569416046143,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,89,0,0,4.238383531570435,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,90,0,0,4.254406452178955,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,91,0,0,4.3772289752960205,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,92,0,0,4.2461912631988525,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,93,0,0,4.246459722518921,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,94,0,0,4.244789361953735,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,95,0,0,4.250975847244263,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,96,0,0,4.2479774951934814,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,97,0,0,4.242262125015259,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,98,0,0,4.2499213218688965,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,99,0,0,4.244275331497192,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,100,0,0,5.446601629257202,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,101,0,0,6.087748289108276,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,102,0,0,4.235652208328247,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,103,0,0,5.220696926116943,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,104,0,0,7.477253437042236,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,105,0,0,4.243438959121704,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,106,0,0,4.239318609237671,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,107,0,0,4.2481043338775635,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,108,0,0,4.241894721984863,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,109,0,0,4.246034383773804,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,110,0,0,4.253655433654785,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,111,0,0,4.248989820480347,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,112,0,0,4.235944032669067,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,113,0,0,4.23600697517395,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,114,0,0,4.231082439422607,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,115,0,0,4.243572950363159,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
250000000,116,0,0,4.244253158569336,True,125000000,125000000,13649,13649,na,0,0,0,0,13649,0,13646,0,0
