bitrate,trial,sender_rc,receiver_rc,Xfer_time,Xfer_success,in_file_size,out_file_size,dtgrms_sent,dtgrms_received,dtgrms_corrupt,tx_errors,tx_dropped,rx_errors,rx_dropped,snmp_OutDatagrams,snmp_SndbufErrors,snmp_InDatagrams,snmp_InErrors,snmp_RcvbufErrors
750000000,0,0,0,1.4900617599487305,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,266,13572,0,0
750000000,1,0,0,1.494121789932251,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,253,13572,0,0
750000000,2,0,0,1.4971835613250732,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,251,13572,0,0
750000000,3,0,0,1.4948053359985352,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,245,13572,0,0
750000000,4,0,0,1.495384693145752,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,212,13572,0,0
750000000,5,0,0,1.4920668601989746,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,255,13572,0,0
750000000,6,0,0,1.4945526123046875,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,259,13572,0,0
750000000,7,0,0,1.489302635192871,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,243,13572,0,0
750000000,8,0,0,1.4967103004455566,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,254,13572,0,0
750000000,9,0,0,1.4945573806762695,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,256,13572,0,0
750000000,10,0,0,1.487626314163208,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,245,13572,0,0
750000000,11,0,0,1.4903314113616943,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,258,13572,0,0
750000000,12,0,0,1.5063419342041016,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,99,13572,0,0
750000000,13,0,0,1.487757921218872,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,254,13572,0,0
750000000,14,0,0,1.4911284446716309,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,255,13572,0,0
750000000,15,0,0,1.4985837936401367,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,232,13572,0,0
750000000,16,0,0,1.4926879405975342,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,245,13572,0,0
750000000,17,0,0,1.4961163997650146,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,181,13572,0,0
750000000,18,0,0,1.4940378665924072,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,259,13572,0,0
750000000,19,0,0,2.6008825302124023,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,248,13572,0,0
750000000,20,0,0,1.562293291091919,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,224,13572,0,0
750000000,21,0,0,1.4894077777862549,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,242,13572,0,0
750000000,22,0,0,1.9035553932189941,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,259,13572,0,0
750000000,23,0,0,1.488020896911621,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,258,13572,0,0
750000000,24,0,0,1.4972102642059326,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,250,13572,0,0
750000000,25,0,0,1.4970502853393555,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,236,13572,0,0
750000000,26,0,0,1.4925155639648438,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,237,13572,0,0
750000000,27,0,0,1.4953176975250244,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,245,13572,0,0
750000000,28,0,0,1.5015544891357422,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,181,13572,0,0
750000000,29,0,0,1.4877080917358398,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,253,13572,0,0
750000000,30,0,0,1.4984865188598633,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,263,13572,0,0
750000000,31,0,0,3.8625802993774414,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,245,13572,0,0
750000000,32,0,0,1.4903624057769775,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,260,13572,0,0
750000000,33,0,0,2.938340425491333,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,257,13572,0,0
750000000,34,0,0,1.5613131523132324,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,246,13572,0,0
750000000,35,0,0,1.494555950164795,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,225,13572,0,0
750000000,36,0,0,1.5077619552612305,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,202,13572,0,0
750000000,37,0,0,1.4943020343780518,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,204,13572,0,0
750000000,38,0,0,1.4909980297088623,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,260,13572,0,0
750000000,39,0,0,1.5008134841918945,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,210,13572,0,0
750000000,40,0,0,1.770812749862671,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,257,13572,0,0
750000000,41,0,0,1.4844510555267334,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,253,13572,0,0
750000000,42,0,0,1.4897947311401367,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,249,13572,0,0
750000000,43,0,0,3.138550043106079,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,200,13572,0,0
750000000,44,0,0,1.4975831508636475,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,202,13572,0,0
750000000,45,0,0,1.4942753314971924,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,250,13572,0,0
750000000,46,0,0,1.490107536315918,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,255,13572,0,0
750000000,47,0,0,1.4936788082122803,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,231,13572,0,0
750000000,48,0,0,1.5019748210906982,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,231,13572,0,0
750000000,49,0,0,1.4900870323181152,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,249,13572,0,0
750000000,50,0,0,1.502671480178833,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,130,13572,0,0
750000000,51,0,0,1.4983551502227783,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,206,13572,0,0
750000000,52,0,0,3.9308383464813232,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,252,13572,0,0
750000000,53,0,0,1.4917166233062744,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,249,13572,0,0
750000000,54,0,0,1.490443229675293,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,252,13572,0,0
750000000,55,0,0,1.4920275211334229,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,248,13572,0,0
750000000,56,0,0,1.4927911758422852,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,250,13572,0,0
750000000,57,0,0,1.4926042556762695,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,249,13572,0,0
750000000,58,0,0,2.7106785774230957,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,252,13572,0,0
750000000,59,0,0,1.5015645027160645,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,186,13572,0,0
750000000,60,0,0,1.4968721866607666,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,241,13572,0,0
750000000,61,0,0,1.4977123737335205,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,254,13572,0,0
750000000,62,0,0,1.4930377006530762,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,239,13572,0,0
750000000,63,0,0,1.4956886768341064,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,239,13572,0,0
750000000,64,0,0,1.4965343475341797,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,179,13572,0,0
750000000,65,0,0,1.4905993938446045,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,256,13572,0,0
750000000,66,0,0,1.4954898357391357,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,255,13572,0,0
750000000,67,0,0,1.4953927993774414,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,258,13572,0,0
750000000,68,0,0,2.3681561946868896,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,233,13572,0,0
750000000,69,0,0,1.4992966651916504,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,133,13572,0,0
750000000,70,0,0,1.4954581260681152,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,232,13572,0,0
750000000,71,0,0,1.4964048862457275,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,255,13572,0,0
750000000,72,0,0,1.4976119995117188,True,125000000,125000000,13575,13575,na,0,0,0,0,13575,247,13572,0,0
